"latest_score_rank","ticker","old_rank","composite_candidate_score","latest_price_date","latest_close","previous_price_date","previous_close","one_day_change_pct","latest_price_source","latest_price_purity"
"219","NTRA","219","28.342094","2026-05-29","223.37","2026-05-28","213.94","4.41","FORCE_YFINANCE_LATEST","TRUE"
"220","GS","220","28.30354","2026-05-29","1025.5601","2026-05-28","1008.37","1.7","FORCE_YFINANCE_LATEST","TRUE"
"221","PONY","221","28.195808","2026-05-29","10.03","2026-05-28","9.96","0.7","FORCE_YFINANCE_LATEST","TRUE"
"222","TLN","222","28.18193","2026-05-29","386.8","2026-05-28","381.47","1.4","FORCE_YFINANCE_LATEST","TRUE"
"223","CLF","223","28.141772","2026-05-29","13.6","2026-05-28","13.29","2.33","FORCE_YFINANCE_LATEST","TRUE"
"224","ADBE","224","28.101005","2026-05-29","259.21","2026-05-28","241.44","7.36","FORCE_YFINANCE_LATEST","TRUE"
"225","CRWD","225","28.072","2026-05-29","731","2026-05-28","671","8.94","FORCE_YFINANCE_LATEST","TRUE"
"226","DASH","226","28.069533","2026-05-29","159.29","2026-05-28","156.7","1.65","FORCE_YFINANCE_LATEST","TRUE"
"227","RTX","227","28.051253","2026-05-29","179.66","2026-05-28","178.96","0.39","FORCE_YFINANCE_LATEST","TRUE"
"228","CMG","228","28.039656","2026-05-29","31.86","2026-05-28","32.42","-1.73","FORCE_YFINANCE_LATEST","TRUE"
"229","COF","229","28.029476","2026-05-29","187.93","2026-05-28","187.02","0.49","FORCE_YFINANCE_LATEST","TRUE"
"230","CHRW","230","27.950457","2026-05-29","178.65","2026-05-28","175.41","1.85","FORCE_YFINANCE_LATEST","TRUE"
"231","TEAM","231","27.925391","2026-05-29","107.61","2026-05-28","93.29","15.35","FORCE_YFINANCE_LATEST","TRUE"
"232","MNTN","232","27.728584","2026-05-29","9.43","2026-05-28","8.97","5.13","FORCE_YFINANCE_LATEST","TRUE"
"233","PM","233","27.646466","2026-05-29","177.38","2026-05-28","178.57","-0.67","FORCE_YFINANCE_LATEST","TRUE"
"234","ARM","234","27.556","2026-05-29","353.29","2026-05-28","335.27","5.37","FORCE_YFINANCE_LATEST","TRUE"
"235","WVE","235","27.544222","2026-05-29","6.58","2026-05-28","6.47","1.7","FORCE_YFINANCE_LATEST","TRUE"
"236","DAL","236","27.45742","2026-05-29","82.48","2026-05-28","82.49","-0.01","FORCE_YFINANCE_LATEST","TRUE"
"237","JHX","237","27.423512","2026-05-29","23.28","2026-05-28","22.97","1.35","FORCE_YFINANCE_LATEST","TRUE"
"238","RKT","238","27.347766","2026-05-29","14.51","2026-05-28","14.4","0.76","FORCE_YFINANCE_LATEST","TRUE"
"239","ENPH","239","27.330192","2026-05-29","68.36","2026-05-28","69.5","-1.64","FORCE_YFINANCE_LATEST","TRUE"
"240","WHR","240","27.321762","2026-05-29","43.42","2026-05-28","44.07","-1.47","FORCE_YFINANCE_LATEST","TRUE"
"241","LINE","241","27.288744","2026-05-29","44.41","2026-05-28","43.92","1.12","FORCE_YFINANCE_LATEST","TRUE"
"242","MDB","242","27.192","2026-05-29","335.55","2026-05-28","325.68","3.03","FORCE_YFINANCE_LATEST","TRUE"
"243","UAL","243","27.184506","2026-05-29","114.8","2026-05-28","115.06","-0.23","FORCE_YFINANCE_LATEST","TRUE"
"244","XLK","244","26.928","2026-05-29","191.02","2026-05-28","186.85","2.23","FORCE_YFINANCE_LATEST","TRUE"
"245","PSIX","245","26.917594","2026-05-29","41.68","2026-05-28","41.99","-0.74","FORCE_YFINANCE_LATEST","TRUE"
"246","BABA","246","26.899805","2026-05-29","124.22","2026-05-28","126.16","-1.54","FORCE_YFINANCE_LATEST","TRUE"
"247","ISRG","247","26.833055","2026-05-29","424.64","2026-05-28","423.63","0.24","FORCE_YFINANCE_LATEST","TRUE"
"248","ACLS","248","26.808","2026-05-29","150.41","2026-05-28","155.55","-3.3","FORCE_YFINANCE_LATEST","TRUE"
"249","INFY","249","26.80017","2026-05-29","12.65","2026-05-28","12.7","-0.39","FORCE_YFINANCE_LATEST","TRUE"
"250","DUOL","250","26.741522","2026-05-29","111.36","2026-05-28","108.67","2.48","FORCE_YFINANCE_LATEST","TRUE"
"251","PATH","251","26.690265","2026-05-29","11.72","2026-05-28","11.58","1.21","FORCE_YFINANCE_LATEST","TRUE"
"252","HOOD","252","26.689519","2026-05-29","94.3","2026-05-28","84.84","11.15","FORCE_YFINANCE_LATEST","TRUE"
"253","AXON","253","26.579015","2026-05-29","448.72","2026-05-28","439.32","2.14","FORCE_YFINANCE_LATEST","TRUE"
"254","MELI","254","26.308931","2026-05-29","1695.65","2026-05-28","1695.53","0.01","FORCE_YFINANCE_LATEST","TRUE"
"255","LCID","255","26.087442","2026-05-29","6.55","2026-05-28","6.46","1.39","FORCE_YFINANCE_LATEST","TRUE"
"256","PGNY","256","26.025378","2026-05-29","25.56","2026-05-28","25.69","-0.51","FORCE_YFINANCE_LATEST","TRUE"
"257","ADMA","257","25.875343","2026-05-29","7.98","2026-05-28","7.93","0.63","FORCE_YFINANCE_LATEST","TRUE"
"258","MKSI","258","25.716","2026-05-29","324.26","2026-05-28","323.41","0.26","FORCE_YFINANCE_LATEST","TRUE"
"259","DAKT","259","25.682138","2026-05-29","20.68","2026-05-28","20.62","0.29","FORCE_YFINANCE_LATEST","TRUE"
"260","WDAY","260","25.641569","2026-05-29","146.19","2026-05-28","130.01","12.45","FORCE_YFINANCE_LATEST","TRUE"
"261","TQQQ","261","25.332","2026-05-29","84.56","2026-05-28","83.68","1.05","FORCE_YFINANCE_LATEST","TRUE"
"262","SE","262","25.111539","2026-05-29","90.53","2026-05-28","91.94","-1.53","FORCE_YFINANCE_LATEST","TRUE"
"263","DB","263","25.084522","2026-05-29","32.3","2026-05-28","33.11","-2.45","FORCE_YFINANCE_LATEST","TRUE"
"264","GEHC","264","25.004001","2026-05-29","62.34","2026-05-28","62.86","-0.83","FORCE_YFINANCE_LATEST","TRUE"
"265","HUBS","265","24.965966","2026-05-29","220.63","2026-05-28","198.8","10.98","FORCE_YFINANCE_LATEST","TRUE"
"266","LRCX","266","24.952","2026-05-29","318.18","2026-05-28","318","0.06","FORCE_YFINANCE_LATEST","TRUE"
"267","FLR","267","24.904","2026-05-29","45.76","2026-05-28","46.97","-2.58","FORCE_YFINANCE_LATEST","TRUE"
"268","OKTA","268","24.77958","2026-05-29","123.27","2026-05-28","94.72","30.14","FORCE_YFINANCE_LATEST","TRUE"
"269","RERE","269","24.683748","2026-05-29","4.65","2026-05-28","4.63","0.43","FORCE_YFINANCE_LATEST","TRUE"
"270","RH","270","24.578681","2026-05-29","148.49","2026-05-28","149.15","-0.44","FORCE_YFINANCE_LATEST","TRUE"
"271","SPY","271","24.572","2026-05-29","756.48","2026-05-28","754.6","0.25","FORCE_YFINANCE_LATEST","TRUE"
"272","DOCU","272","24.382979","2026-05-29","52.52","2026-05-28","49.58","5.93","FORCE_YFINANCE_LATEST","TRUE"
"273","NUVB","273","24.081984","2026-05-29","4.78","2026-05-28","4.75","0.63","FORCE_YFINANCE_LATEST","TRUE"
"274","GEMI","274","24.036701","2026-05-29","5.27","2026-05-28","5.2","1.35","FORCE_YFINANCE_LATEST","TRUE"
"275","META","275","23.76","2026-05-29","632.51","2026-05-28","635.29","-0.44","FORCE_YFINANCE_LATEST","TRUE"
"276","CPAY","276","23.609393","2026-05-29","361.8","2026-05-28","352.37","2.68","FORCE_YFINANCE_LATEST","TRUE"
"277","KLAR","277","23.495852","2026-05-29","18.29","2026-05-28","17.44","4.87","FORCE_YFINANCE_LATEST","TRUE"
"278","MU","278","23.476","2026-05-29","971","2026-05-28","923.52","5.14","FORCE_YFINANCE_LATEST","TRUE"
"279","SNOW","279","23.428","2026-05-29","255.55","2026-05-28","239.2","6.84","FORCE_YFINANCE_LATEST","TRUE"
"280","BSX","280","23.370665","2026-05-29","48.31","2026-05-28","49.11","-1.63","FORCE_YFINANCE_LATEST","TRUE"
"281","JBL","281","23.024","2026-05-29","364.56","2026-05-28","363.65","0.25","FORCE_YFINANCE_LATEST","TRUE"
"282","WING","282","22.868124","2026-05-29","156.96","2026-05-28","157.61","-0.41","FORCE_YFINANCE_LATEST","TRUE"
"283","CRDO","283","22.7","2026-05-29","236.03","2026-05-28","222.35","6.15","FORCE_YFINANCE_LATEST","TRUE"
"284","AMAT","284","22.668","2026-05-29","450.06","2026-05-28","449.68","0.08","FORCE_YFINANCE_LATEST","TRUE"
"285","KLAC","285","22.644","2026-05-29","1921.71","2026-05-28","1927.63","-0.31","FORCE_YFINANCE_LATEST","TRUE"
"286","OPCH","286","22.641466","2026-05-29","20.87","2026-05-28","21.58","-3.29","FORCE_YFINANCE_LATEST","TRUE"
"287","STG","287","22.577206","2026-05-29","6.14","2026-05-28","2.72","125.74","FORCE_YFINANCE_LATEST","TRUE"
"288","HPE","288","22.404","2026-05-29","43.04","2026-05-28","38.21","12.64","FORCE_YFINANCE_LATEST","TRUE"
"289","FLEX","289","22.284","2026-05-29","150.78","2026-05-28","144.85","4.09","FORCE_YFINANCE_LATEST","TRUE"
"290","PLTR","290","22.24","2026-05-29","156.54","2026-05-28","143.34","9.21","FORCE_YFINANCE_LATEST","TRUE"
"291","CSGP","291","22.098806","2026-05-29","32.2","2026-05-28","32.3","-0.31","FORCE_YFINANCE_LATEST","TRUE"
"292","RBLX","292","22.031738","2026-05-29","47.15","2026-05-28","46.83","0.68","FORCE_YFINANCE_LATEST","TRUE"
"293","BTDR","293","21.856","2026-05-29","17.49","2026-05-28","18.38","-4.84","FORCE_YFINANCE_LATEST","TRUE"
"294","SPOT","294","21.079522","2026-05-29","497.68","2026-05-28","516.71","-3.68","FORCE_YFINANCE_LATEST","TRUE"
"295","ALAB","295","20.96","2026-05-29","342.85","2026-05-28","349.17","-1.81","FORCE_YFINANCE_LATEST","TRUE"
"296","STUB","296","20.599448","2026-05-29","9.86","2026-05-28","9.8","0.61","FORCE_YFINANCE_LATEST","TRUE"
"297","OLMA","297","20.556595","2026-05-29","13.19","2026-05-28","12.76","3.37","FORCE_YFINANCE_LATEST","TRUE"
"298","ORCL","298","20.332","2026-05-29","225.78","2026-05-28","203.7","10.84","FORCE_YFINANCE_LATEST","TRUE"
"299","SNDK","299","19.952","2026-05-29","1694.98","2026-05-28","1641.64","3.25","FORCE_YFINANCE_LATEST","TRUE"
"300","IREN","300","19.192","2026-05-29","63.54","2026-05-28","64.05","-0.8","FORCE_YFINANCE_LATEST","TRUE"
"301","SOXL","301","18.88","2026-05-29","224.34","2026-05-28","224.63","-0.13","FORCE_YFINANCE_LATEST","TRUE"
"302","ZS","302","18.248","2026-05-29","139.73","2026-05-28","130.04","7.45","FORCE_YFINANCE_LATEST","TRUE"
"303","ON","303","18.12","2026-05-29","120.62","2026-05-28","123.77","-2.55","FORCE_YFINANCE_LATEST","TRUE"
"304","TER","304","17.716","2026-05-29","374.31","2026-05-28","382.65","-2.18","FORCE_YFINANCE_LATEST","TRUE"
"305","ACMR","305","17.096","2026-05-29","86.56","2026-05-28","92.86","-6.78","FORCE_YFINANCE_LATEST","TRUE"
"306","VECO","306","16.904","2026-05-29","57.64","2026-05-28","59.13","-2.52","FORCE_YFINANCE_LATEST","TRUE"
"307","STX","307","16.572","2026-05-29","879.8","2026-05-28","880.72","-0.1","FORCE_YFINANCE_LATEST","TRUE"
"308","AEHR","308","15.808","2026-05-29","92.33","2026-05-28","99.99","-7.66","FORCE_YFINANCE_LATEST","TRUE"
"309","CIFR","309","15.76","2026-05-29","23.65","2026-05-28","24.59","-3.82","FORCE_YFINANCE_LATEST","TRUE"
"310","WDC","310","15.476","2026-05-29","531.21","2026-05-28","531.18","0.01","FORCE_YFINANCE_LATEST","TRUE"
"311","IYW","311","13.928","2026-05-29","252.92","2026-05-28","249.53","1.36","FORCE_YFINANCE_LATEST","TRUE"
"312","AMD","312","13.596","2026-05-29","516.1","2026-05-28","518.09","-0.38","FORCE_YFINANCE_LATEST","TRUE"
"313","SANM","313","13.168","2026-05-29","259.73","2026-05-28","263.23","-1.33","FORCE_YFINANCE_LATEST","TRUE"
"314","SMCI","314","12.38","2026-05-29","46.09","2026-05-28","41.3","11.6","FORCE_YFINANCE_LATEST","TRUE"
"315","CORZ","315","12.048","2026-05-29","26.85","2026-05-28","27.76","-3.28","FORCE_YFINANCE_LATEST","TRUE"
"316","NXPI","316","11.284","2026-05-29","321.35","2026-05-28","330.28","-2.7","FORCE_YFINANCE_LATEST","TRUE"
"317","QCOM","317","10.524","2026-05-29","251.02","2026-05-28","243.29","3.18","FORCE_YFINANCE_LATEST","TRUE"
"318","DDOG","318","8.644","2026-05-29","247.35","2026-05-28","225.24","9.82","FORCE_YFINANCE_LATEST","TRUE"
