ticker,in_total_universe,in_current_full_candidates_before,in_current_top_candidates_before,in_latest_signal_freeze,calculation_attempted,price_data_attempted,price_data_available,price_data_source,latest_price_date,history_row_count,history_start_date,history_end_date,factor_calculation_attempted,factor_calculation_success,technical_calculation_attempted,technical_calculation_success,ranking_merge_attempted,ranking_merge_success,factor_score,technical_timing_score,recomputed_composite_score,recomputed_rank,rank_eligible,calculation_status,failure_bucket,failure_reason,evidence_sources,factor_source_true,technical_source_true,score_source_true,factor_recomputed_by_v18_35d,factor_reused_from_raw105,legacy_factor_pack_used,authoritative_row_ok,authoritative_row_block_reason,raw_universe_token_count,sanitized_universe_count,invalid_pseudo_ticker_count,invalid_pseudo_tickers,yfinance_failed_ticker_count,yfinance_failed_tickers,yfinance_failed_ticker_count_raw,price_unavailable_excluded_count,price_unavailable_excluded_tickers,current_price_refresh_blocking_failed_ticker_count
TSM,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/TSM.csv,2026-05-15,1420,2020-09-21,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,48.489062,50.0,34.395625,135,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/TSM.csv,,,,,,,,,,,,,,,,,,
TTD,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/TTD.csv,2026-05-21,2430,2016-09-21,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23.290208,70.0,30.316083,211,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/TTD.csv,,,,,,,,,,,,,,,,,,
TTMI,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/TTMI.csv,2026-05-21,6452,2000-09-25,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,78.773015,40.0,43.509206,41,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/TTMI.csv,,,,,,,,,,,,,,,,,,
TTWO,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/TTWO.csv,2026-05-21,7322,1997-04-15,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,42.051832,40.0,28.820733,245,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/TTWO.csv,,,,,,,,,,,,,,,,,,
TWLO,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/TWLO.csv,2026-05-21,2492,2016-06-23,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,66.909528,50.0,41.763811,47,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/TWLO.csv,,,,,,,,,,,,,,,,,,
TWST,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/TWST.csv,2026-05-21,1898,2018-10-31,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,48.622467,60.0,37.448987,89,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/TWST.csv,,,,,,,,,,,,,,,,,,
TXN,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/TXN.csv,2026-05-15,1420,2020-09-21,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,61.036537,40.0,36.414615,101,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/TXN.csv,,,,,,,,,,,,,,,,,,
U,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/U.csv,2026-05-21,1425,2020-09-18,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,47.243256,70.0,39.897302,63,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/U.csv,,,,,,,,,,,,,,,,,,
UAL,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/UAL.csv,2026-05-21,5105,2006-02-06,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30.461266,50.0,27.184506,274,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/UAL.csv,,,,,,,,,,,,,,,,,,
UBER,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/UBER.csv,2026-05-21,1768,2019-05-10,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35.415384,60.0,32.166154,175,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/UBER.csv,,,,,,,,,,,,,,,,,,
UNH,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/UNH.csv,2026-05-21,10479,1984-10-17,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,53.331304,50.0,36.332522,103,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/UNH.csv,,,,,,,,,,,,,,,,,,
UPST,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/UPST.csv,2026-05-21,1363,2020-12-16,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33.797619,70.0,34.519048,133,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/UPST.csv,,,,,,,,,,,,,,,,,,
USFD,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/USFD.csv,2026-05-21,2511,2016-05-26,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,31.355949,70.0,33.54238,147,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/USFD.csv,,,,,,,,,,,,,,,,,,
V,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/V.csv,2026-05-21,4573,2008-03-19,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36.253978,50.0,29.501591,229,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/V.csv,,,,,,,,,,,,,,,,,,
VECO,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/VECO.csv,2026-05-21,7922,1994-11-29,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,80.666003,50.0,47.266401,20,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/VECO.csv,,,,,,,,,,,,,,,,,,
VEEV,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/VEEV.csv,2026-05-21,3168,2013-10-16,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,27.369914,70.0,31.947966,180,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/VEEV.csv,,,,,,,,,,,,,,,,,,
VIAV,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/VIAV.csv,2026-05-21,8182,1993-11-17,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,84.501397,60.0,51.800559,4,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/VIAV.csv,,,,,,,,,,,,,,,,,,
VIST,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/VIST.csv,2026-05-21,1715,2019-07-26,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,52.606428,50.0,36.042571,108,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/VIST.csv,,,,,,,,,,,,,,,,,,
VMC,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/VMC.csv,2026-05-21,13426,1973-02-21,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,29.523727,70.0,32.809491,161,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/VMC.csv,,,,,,,,,,,,,,,,,,
VRT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/VRT.csv,2026-05-15,1420,2020-09-21,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,68.436501,50.0,42.3746,46,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/VRT.csv,,,,,,,,,,,,,,,,,,
VST,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/VST.csv,2026-05-15,1420,2020-09-21,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,26.365161,70.0,31.546064,188,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/VST.csv,,,,,,,,,,,,,,,,,,
WAB,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/WAB.csv,2026-05-21,7784,1995-06-16,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,38.613403,60.0,33.445361,149,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/WAB.csv,,,,,,,,,,,,,,,,,,
WDAY,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/WDAY.csv,2026-05-21,3420,2012-10-12,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,26.603923,50.0,25.641569,291,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/WDAY.csv,,,,,,,,,,,,,,,,,,
WDC,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/WDC.csv,2026-05-15,1420,2020-09-21,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,82.675063,50.0,48.070025,17,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/WDC.csv,,,,,,,,,,,,,,,,,,
WHR,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/WHR.csv,2026-05-21,13426,1973-02-21,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,15.804406,70.0,27.321762,272,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/WHR.csv,,,,,,,,,,,,,,,,,,
WING,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/WING.csv,2026-05-21,2752,2015-06-12,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12.170311,60.0,22.868124,307,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/WING.csv,,,,,,,,,,,,,,,,,,
WLK,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/WLK.csv,2026-05-21,5479,2004-08-12,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36.612205,70.0,35.644882,116,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/WLK.csv,,,,,,,,,,,,,,,,,,
WOLF,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/WOLF.csv,2026-05-22,164,2025-09-29,2026-05-22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,80.0,40.0,44.0,39,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/WOLF.csv,,,,,,,,,,,,,,,,,,
WULF,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/WULF.csv,2026-05-21,8087,1994-04-05,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,57.539861,50.0,38.015944,82,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/WULF.csv,,,,,,,,,,,,,,,,,,
WVE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/WVE.csv,2026-05-21,2646,2015-11-11,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16.360556,70.0,27.544222,267,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/WVE.csv,,,,,,,,,,,,,,,,,,
WWD,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/WWD.csv,2026-05-21,8088,1994-04-04,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35.762391,60.0,32.304956,173,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/WWD.csv,,,,,,,,,,,,,,,,,,
WYFI,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/WYFI.csv,2026-05-22,200,2025-08-07,2026-05-22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,57.544718,50.0,38.017887,81,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/WYFI.csv,,,,,,,,,,,,,,,,,,
XENE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/XENE.csv,2026-05-21,2902,2014-11-05,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,49.092485,60.0,37.636994,87,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/XENE.csv,,,,,,,,,,,,,,,,,,
XLF,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/XLF.csv,2026-05-21,6895,1998-12-22,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35.704221,50.0,29.281688,234,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/XLF.csv,,,,,,,,,,,,,,,,,,
XLK,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/XLK.csv,2026-05-21,6895,1998-12-22,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,49.034136,40.0,31.613654,185,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/XLK.csv,,,,,,,,,,,,,,,,,,
XPO,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/XPO.csv,2026-05-21,5692,2003-10-07,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,44.316081,60.0,35.726432,113,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/XPO.csv,,,,,,,,,,,,,,,,,,
XYZ,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/XYZ.csv,2026-05-21,2640,2015-11-19,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,50.815936,60.0,38.326374,80,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/XYZ.csv,,,,,,,,,,,,,,,,,,
YPF,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/YPF.csv,2026-05-21,8281,1993-06-29,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,45.333793,40.0,30.133517,215,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/YPF.csv,,,,,,,,,,,,,,,,,,
Z,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/Z.csv,2026-05-21,2717,2015-08-03,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21.903921,70.0,29.761568,224,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/Z.csv,,,,,,,,,,,,,,,,,,
ZG,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/ZG.csv,2026-05-21,3732,2011-07-20,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22.514567,70.0,30.005827,220,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/ZG.csv,,,,,,,,,,,,,,,,,,
ZS,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/ZS.csv,2026-05-15,1420,2020-09-21,2026-05-15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,27.210158,30.0,19.884063,317,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/ZS.csv,,,,,,,,,,,,,,,,,,
